Store,Storeid,Suburb,State,Postcode,RANK,Banner,Group,,,,,,,,,,,
IGA LOCAL GROCER CARINDALE,83068,CARINDALE,QLD,4152,969,IGA Local Grocer,,,,,,,,,,,,
IGA M CARSELDINE (PATEL),83043,CARSELDINE,QLD,4034,2010,IGA Medium,MINESH PATEL,,,,,,,,,,,
IGA M CASHMERE,85207,CASHMERE,QLD,4500,743,IGA Medium,,,,,,,,,,,,
IGA LOCAL GROCER CASTLE HILL,18822,CASTLE HILL,QLD,4810,1141,IGA Local Grocer,-,,,,,,,,,,,
IGA LOCAL GROCER CHANCELLOR PARK,20981,CHANCELLOR PARK,QLD,4556,1795,IGA Local Grocer,-,,,,,,,,,,,
IGA LOCAL GROCER MEGAFRESH CHANDLER,262035,CHANDLER,QLD,4155,1307,IGA Local Grocer,MEGAFRESH,,,,,,,,,,,
IGA M CHARLEVILLE (CORNETTS),8815,CHARLEVILLE,QLD,4470,27,IGA Medium,CORNETTS,,,,,,,,,,,
SCHOUTEN CHARLEVILLE  0600,5609,CHARLEVILLE,QLD,4470,2167,Foodworks,,,,,,,,,,,,
FWKS FRESH CHARTERS TOWERS,43947,CHARTERS TOWERS,QLD,4820,1774,Foodworks,,,,,,,,,,,,
IGA M CHARTERS TOWERS (CORNETTS),47270,CHARTERS TOWERS,QLD,4820,135,IGA Medium,CORNETTS,,,,,,,,,,,
IGA M CHILDERS,52447,CHILDERS,QLD,4660,477,IGA Medium,,,,,,,,,,,,
DRAKES CHINCHILLA,13873,CHINCHILLA,QLD,4413,69,Independents Other,DRAMET,,,,,,,,,,,
IGA M BEALES CLERMONT,14845,CLERMONT,QLD,4721,301,IGA Medium,,,,,,,,,,,,
IGA M CLERMONT (CORNETTS),18862,CLERMONT,QLD,4721,568,IGA Medium,CORNETTS,,,,,,,,,,,
IGA M CLEVELAND (JONES),23808,CLEVELAND,QLD,4163,360,IGA Medium,TYRONE JONES,,,,,,,,,,,
IGA M ON BLOOMFIELD (JONES),132355,CLEVELAND,QLD,4163,471,IGA Medium,TYRONE JONES,,,,,,,,,,,
FOODWORKS CLIFTON,24103,CLIFTON,QLD,4361,817,Foodworks,,,,,,,,,,,,
FOODWORKS CLONCURRY,33342,CLONCURRY,QLD,4824,859,Foodworks,PAUL SHORT ,,,,,,,,,,,
IGA M CLONCURRY (CORNETTS),81278,CLONCURRY,QLD,4824,126,IGA Medium,CORNETTS,,,,,,,,,,,
IGA M CLONTARF,18823,CLONTARF,QLD,4019,530,IGA Medium,BIJUMON JOSEPH,,,,,,,,,,,
FOODWORKS COLLINSVILLE,38939,COLLINSVILLE,QLD,4804,1737,Foodworks,,,,,,,,,,,,
IGA M COLLINSVILLE (CORNETTS),18850,COLLINSVILLE,QLD,4804,402,IGA Medium,CORNETTS,,,,,,,,,,,
IGA M CORNETT'S COOKTOWN,33063,COOKTOWN,QLD,4895,63,IGA Medium,CORNETTS,,,,,,,,,,,
FWKS COOMBABAH,47002,COOMBABAH,QLD,4216,1242,Foodworks,GURU GROUP,,,,,,,,,,,
IGA M COOMERA,90872,COOMERA,QLD,4209,612,IGA Medium,,,,,,,,,,,,
IGA M COOMERA WATERS,128688,COOMERA,QLD,4209,1071,IGA Medium,BIJUMON JOSEPH,,,,,,,,,,,
IGA M COOROY (SEASONS),11242,COOROY,QLD,4563,44,IGA Medium,SEASONS GROUP,,,,,,,,,,,
IGA M COOROY GARNET ST (SEASONS),128128,COOROY,QLD,4563,475,IGA Medium,SEASONS GROUP,,,,,,,,,,,
FOODWORKS COTTON TREE,21085,COTTON TREE,QLD,4558,1438,Foodworks,,,,,,,,,,,,
FOODWORKS CRAIGNISH (HERVEY BAY),47601,CRAIGNISH,QLD,4655,887,Foodworks,,,,,,,,,,,,
FRIENDLY GROCER CRESTMEAD,4628,CRESTMEAD,QLD,4132,1627,Friendly Grocer,,,,,,,,,,,,
IGA M CRESTMEAD,83224,CRESTMEAD,QLD,4132,436,IGA Medium,,,,,,,,,,,,
IGA M CROWS NEST,33258,CROWS NEST,QLD,4355,298,IGA Medium,JOHN HYSLOP,,,,,,,,,,,
FRIENDLY GROCER CUNNAMULLA,39552,CUNNAMULLA,QLD,4490,1270,Friendly Grocer,,,,,,,,,,,,
IGA LOCAL GROCER CUNNAMULLA (MILLS & SONS),9602,CUNNAMULLA,QLD,4490,620,IGA Local Grocer,,,,,,,,,,,,
IGA M CURRUMBIN FAIR,5260,CURRUMBIN,QLD,4223,688,IGA Medium,YITMOS INV,,,,,,,,,,,
IGA L DAISY HILL (RITCHIES),20852,DAISY HILL,QLD,4127,174,IGA Large,RITCHIES,,,,,,,,,,,
FOODWORKS DALBY   0601,15800,DALBY,QLD,4405,1084,Foodworks,WESTERN DOWNS,,,,,,,,,,,
DALBY SOUTHSIDE FOODMARKET 2211,1283,DALBY,QLD,4405,2130,Foodworks,,,,,,,,,,,,
DALBY WESTSIDE MINIMART,173031,DALBY,QLD,4405,1926,Foodworks,,,,,,,,,,,,
IGA M DAYBORO VALLEY,32432,DAYBORO,QLD,4521,618,IGA Medium,BINISH PAPPACHAN,,,,,,,,,,,
FRESH & SAVE DEAGON,33149,DEAGON,QLD,4017,205,Independents Other,GRANT PRINCE,,,,,,,,,,,
IGA LOCAL GROCER DECEPTION BAY,3638,DECEPTION BAY,QLD,4508,1043,IGA Local Grocer,JOHN MOMAN,,,,,,,,,,,
IGA LOCAL GROCER NORTHRISE,84508,DECEPTION BAY,QLD,4508,1360,IGA Local Grocer,-,,,,,,,,,,,
FOODWORKS DEEPWATER,21772,DEEPWATER,QLD,4674,1543,Foodworks,,,,,,,,,,,,
IGA LOCAL GROCER DICKY BEACH,41359,DICKY BEACH,QLD,4551,1486,IGA Local Grocer,,,,,,,,,,,,
FGRC DIMBULAH,275964,DIMBULAH,QLD,4872,1302,Friendly Grocer,,,,,,,,,,,,
DINGO ROADHOUSE FWKS,121639,DINGO,QLD,4702,2183,Foodworks,,,,,,,,,,,,
FOODWORKS DIRRANBANDI,13523,DIRRANBANDI,QLD,4486,1528,Foodworks,,,,,,,,,,,,
DOOMADGEE ROADHOUSE,18968,DOOMADGEE,QLD,4830,1770,Foodworks,IBIS,,,,,,,,,,,
BP DUARINGA (FWKS),90956,DUARINGA,QLD,4712,2141,Foodworks,,,,,,,,,,,,
FWKS DUNWICH (NTH STRADBROKE ISLAND),15608,DUNWICH,QLD,4183,1939,Foodworks,,,,,,,,,,,,
IGA M DYSART GARDEN PLAZA (CORNETTS),21512,DYSART,QLD,4745,283,IGA Medium,CORNETTS,,,,,,,,,,,
FOODWORKS EAGLE HEIGHTS,6640,EAGLE HEIGHTS,QLD,4271,1726,Foodworks,,,,,,,,,,,,
FRESH & SAVE EAGLEBY,53421,EAGLEBY,QLD,4207,51,Independents Other,GRANT PRINCE,,,,,,,,,,,
IGA M EAST BRISBANE (SEASONS),11297,EAST BRISBANE,QLD,4169,165,IGA Medium,SEASONS GROUP,,,,,,,,,,,
FWKS EAST MACKAY,12661,EAST MACKAY,QLD,4740,2134,Foodworks,,,,,,,,,,,,
IGA LOCAL GROCER EATONS HILL,1326,EATONS HILL,QLD,4037,1135,IGA Local Grocer,,,,,,,,,,,,
FGRC EDGE HILL,18708,EDGE HILL,QLD,4870,1639,Friendly Grocer,,,,,,,,,,,,
IGA L EDMONTON (PERIES),451,EDMONTON,QLD,4869,13,IGA Large,PERIES,,,,,,,,,,,
FWKS EIDSVOLD,15828,EIDSVOLD,QLD,4627,1441,Foodworks,,,,,,,,,,,,
IGA LOCAL GROCER EIGHT MILE PLAINS,21343,EIGHT MILE PLAINS,QLD,4113,1660,IGA Local Grocer,SACHIN RABADE,,,,,,,,,,,
IGA M EMERALD,12549,EMERALD,QLD,4720,369,IGA Medium,,,,,,,,,,,,
DRAKES EMU PARK,53194,EMU PARK,QLD,4710,22,Independents Other,DRAMET,,,,,,,,,,,
IGA M ESK (CO-OP),211268,ESK,QLD,4312,243,IGA Medium,ESK DISTRICT,,,,,,,,,,,
IGA M FOREST GLEN (WHITES),211225,FOREST GLEN,QLD,4556,98,IGA Medium,WHITES GROCERS,,,,,,,,,,,
LOCAL GROCER IGA FOREST LAKE,19014,FOREST LAKE,QLD,4078,1229,IGA Local Grocer,,,,,,,,,,,,
IGA LOCAL GROCER VALLEY,52534,FORTITUDE VALLEY,QLD,4006,1155,IGA Local Grocer,Andy Li,,,,,,,,,,,
IGA M FRENCHS FOREST,32502,FRENCHS FOREST,QLD,4502,580,IGA Medium,JBBJ,,,,,,,,,,,
FOODWORKS FRENCHVILLE,12733,FRENCHVILLE,QLD,4701,1703,Foodworks,BRETT OSULLIVAN,,,,,,,,,,,
IGA LOCAL GROCER DOMAIN,190793,GARBUTT,QLD,4814,1119,IGA Local Grocer,-,,,,,,,,,,,
IGA L GARBUTT (CORNETTS),9087,GARBUTT,QLD,4814,179,IGA Large,CORNETTS,,,,,,,,,,,
IGA L GATTON (SPANO),33160,GATTON,QLD,4343,46,IGA Large,SPANO'S,,,,,,,,,,,
IGA M GAYNDAH (CORNETTS),18465,GAYNDAH,QLD,4625,311,IGA Medium,CORNETTS,,,,,,,,,,,
FWKS GEEBUNG,38557,GEEBUNG,QLD,4034,1995,Foodworks,-,,,,,,,,,,,
FGRC GEORGETOWN,21643,GEORGETOWN,QLD,4871,1412,Friendly Grocer,,,,,,,,,,,,
IGA M GIN GIN (CORNETTS),14172,GIN GIN,QLD,4671,101,IGA Medium,CORNETTS,,,,,,,,,,,
IGA LOCAL GROCER GLADSTONE,252187,GLADSTONE,QLD,4680,1372,IGA Local Grocer,,,,,,,,,,,,
NIGHTOWL GLADSTONE,33222,GLADSTONE,QLD,4680,1825,Foodworks,,,,,,,,,,,,
DRAKES SUN VALLEY GLADSTONE,38705,GLADSTONE,QLD,4680,60,Independents Other,DRAMET,,,,,,,,,,,
IGA M GLASSHOUSE MOUNTAINS,21209,GLASS HOUSE MOUNTAINS,QLD,4518,798,IGA Medium,GRIGOR FAMILY,,,,,,,,,,,
FOODWORKS GLENVIEW,9282,GLENVIEW,QLD,4553,1877,Foodworks,,,,,,,,,,,,
IGA LOCAL GROCER GOLDEN BEACH,14871,GOLDEN BEACH,QLD,4551,959,IGA Local Grocer,,,,,,,,,,,,
IGA M GOODNA,71999,GOODNA,QLD,4300,702,IGA Medium,,,,,,,,,,,,
FOODWORKS GOOMERI,33329,GOOMERI,QLD,4601,1353,Foodworks,,,,,,,,,,,,
FOODWORKS GOONDIWINDI,16211,GOONDIWINDI,QLD,4390,275,Foodworks,,,,,,,,,,,,
IGA M GORDONVALE (CORNETTS),32883,GORDONVALE,QLD,4865,229,IGA Medium,CORNETTS,,,,,,,,,,,
FOODWORKS GRACEMERE,4552,GRACEMERE,QLD,4702,1865,Foodworks,,,,,,,,,,,,
GRACEVILLE CONVENIENCE STORE (FOODWORKS ASSOC),41551,GRACEVILLE,QLD,4075,2097,Foodworks,,,,,,,,,,,,
IGA LOCAL GROCER GRACEVILLE,53041,GRACEVILLE,QLD,4075,1409,IGA Local Grocer,,,,,,,,,,,,
IGA LOCAL GROCER GREENBANK,21059,GREENBANK,QLD,4124,1490,IGA Local Grocer,,,,,,,,,,,,
IGA M GREENSLOPES LEGENDS,53188,GREENSLOPES,QLD,4120,855,IGA Medium,Andy Li,,,,,,,,,,,
IGA M GUMDALE (PATEL),18426,GUMDALE,QLD,4154,697,IGA Medium,,,,,,,,,,,,
FGRC PLATINUM 8,89180,GUNALDA,QLD,4570,1604,Friendly Grocer,,,,,,,,,,,,
DRAKES GYMPIE,32565,GYMPIE,QLD,4570,70,Independents Other,DRAMET,,,,,,,,,,,
CAMPUS AND CO GYMPIE (FWK,248928,GYMPIE,QLD,4570,2179,Foodworks,,,,,,,,,,,,
IGA M PORTSIDE WHARF (ZENELDIN),46014,HAMILTON,QLD,4007,780,IGA Medium,,,,,,,,,,,,
IGA M HAMILTON ISLAND,126795,HAMILTON ISLAND,QLD,4803,95,IGA Medium,,,,,,,,,,,,
FGRC HARRISTOWN,250919,HARRISTOWN,QLD,4350,1968,Friendly Grocer,,,,,,,,,,,,
IGA M HATTON VALE,121238,HATTON VALE,QLD,4341,309,IGA Medium,CHOUNDING,,,,,,,,,,,
FRIENDLY GROCER HERITAGE PARK,10959,HERITAGE PARK,QLD,4118,1839,Friendly Grocer,,,,,,,,,,,,
IGA M FRASER SHORES (HERVEY BAY),20957,HERVEY BAY,QLD,4655,654,IGA Medium,,,,,,,,,,,,
FOODWORKS HERVEY BAY AIRPORT,53200,HERVEY BAY,QLD,4655,1158,Foodworks,,,,,,,,,,,,
FRESH & SAVE HERVEY BAY,237297,HERVEY BAY,QLD,4655,12,Independents Other,GRANT PRINCE,,,,,,,,,,,
FWKS HILLCREST,16901,HILLCREST,QLD,4118,1565,Foodworks,-,,,,,,,,,,,
URBAN SPENCE (FWKS),39772,HOLLAND PARK,QLD,4121,2162,Foodworks,,,,,,,,,,,,
IGA M HOME HILL (CORNETTS),85212,HOME HILL,QLD,4806,441,IGA Medium,CORNETTS,,,,,,,,,,,
FRIENDLY GROCER HOWARD,33165,HOWARD,QLD,4659,1406,Friendly Grocer,,,,,,,,,,,,
IGA LOCAL GROCER HOWARD,18494,HOWARD,QLD,4659,878,IGA Local Grocer,MATT RIDDERHOF,,,,,,,,,,,
FWKS HUGHENDEN,1751,HUGHENDEN,QLD,4821,1798,Foodworks,,,,,,,,,,,,
IGA M IMBIL (OCONNELL),273430,IMBIL,QLD,4570,470,IGA Medium,JUSTIN O'CONNELL,,,,,,,,,,,
FGRC BIOTA STREET,4197,INALA,QLD,4077,2111,Friendly Grocer,,,,,,,,,,,,
IGA LOCAL GROCER INGLEWOOD,14786,INGLEWOOD,QLD,4387,929,IGA Local Grocer,MATT RIDDERHOF,,,,,,,,,,,
FGRC INNISFAIL,85228,INNISFAIL,QLD,4860,1954,Friendly Grocer,-,,,,,,,,,,,
IGA M JINDALEE,84996,JINDALEE,QLD,4074,752,IGA Medium,,,,,,,,,,,,
FRIENDLY GROCER JULIA CREEK,13561,JULIA CREEK,QLD,4823,1236,Friendly Grocer,,,,,,,,,,,,
JULIA CREEK FOODMARKET (FOODWORKS ASSOC),14604,JULIA CREEK,QLD,4823,1626,Foodworks,,,,,,,,,,,,
FGRC KANGAROO POINT,18267,KANGAROO POINT,QLD,4169,1263,Friendly Grocer,,,,,,,,,,,,
FGRC CAMS CNR SERVO & MIN,225718,KARUMBA,QLD,4891,1161,Friendly Grocer,,,,,,,,,,,,
FOODWORKS KAWUNGAN (HERVEY BAY),52370,KAWUNGAN,QLD,4655,1927,Foodworks,LETA GROUP P/L,,,,,,,,,,,
FRIENDLY GROCER KENILWORTH 1201,4466,KENILWORTH,QLD,4574,1388,Friendly Grocer,,,,,,,,,,,,
FRIENDLY GROCER KEPNOCK,52538,KEPNOCK,QLD,4670,1944,Friendly Grocer,,,,,,,,,,,,
FRIENDLY GROCER  KEWARRA BEACH,22299,KEWARRA BEACH,QLD,4879,1696,Friendly Grocer,,,,,,,,,,,,
IGA M KILCOY (PERIES),13500,KILCOY,QLD,4515,119,IGA Medium,PERIES,,,,,,,,,,,
FOODWORKS KILLARNEY,21414,KILLARNEY,QLD,4373,1023,Foodworks,,,,,,,,,,,,
IGA L KINGAROY (PERIES),41299,KINGAROY,QLD,4610,32,IGA Large,PERIES,,,,,,,,,,,
IGA M KINGSTHORPE,201527,KINGSTHORPE,QLD,4400,868,IGA Medium,,,,,,,,,,,,
IGA L CORNETTS BAMFORD LANE,21805,KIRWAN,QLD,4817,756,IGA Large,CORNETTS,,,,,,,,,,,
IGA M KURANDA (CORNETTS),32747,KURANDA,QLD,4872,501,IGA Medium,CORNETTS,,,,,,,,,,,
IGA M LAIDLEY (CHOUNDINGS),2670,LAIDLEY,QLD,4341,127,IGA Medium,CHOUNDING,,,,,,,,,,,
NORMANTON SUPERMARKET LANDSBOROUGH ST,19695,LANDSBOROUGH,QLD,4550,735,Foodworks,,,,,,,,,,,,
IGA M LANDSBOROUGH,20956,LANDSBOROUGH,QLD,4550,852,IGA Medium,-,,,,,,,,,,,
IGA LOCAL GROCER LITTLE MOUNTAIN,21951,LITTLE MOUNTAIN,QLD,4551,1286,IGA Local Grocer,-,,,,,,,,,,,
IGA M LOGANHOLME,4792,LOGANHOLME,QLD,4129,582,IGA Medium,,,,,,,,,,,,
IGA LOCAL GROCER LOGANLEA,21488,LOGANLEA,QLD,4131,909,IGA Local Grocer,ZAINS,,,,,,,,,,,
FOODWORKS LONGREACH,3795,LONGREACH,QLD,4730,889,Foodworks,,,,,,,,,,,,
IGA M LONGREACH (CORNETTS),33047,LONGREACH,QLD,4730,58,IGA Medium,CORNETTS,,,,,,,,,,,
DRAKES LOWOOD,43493,LOWOOD,QLD,4311,56,Independents Other,DRAMET,,,,,,,,,,,
FGRC MACKAY,92176,MACKAY,QLD,4740,1953,Friendly Grocer,,,,,,,,,,,,
IGA L MACLEAN (RITCHIES),187154,MACLEAN,QLD,4280,25,IGA Large,RITCHIES,,,,,,,,,,,
FOODWORKS MAGNETIC ISLAND,14927,MAGNETIC ISLAND,QLD,4819,1394,Foodworks,,,,,,,,,,,,
MAIN BEACH NEWS (FRIENDLY GROCER ASSOC),21334,MAIN BEACH,QLD,4217,1156,Friendly Grocer,,,,,,,,,,,,
IGA M MALENY (SEASONS),8917,MALENY,QLD,4552,261,IGA Medium,SEASONS GROUP,,,,,,,,,,,
IGA L CAPESTONE (EVERFRESH CORNETTS),205628,MANGO HILL,QLD,4509,374,IGA Large,CORNETTS,,,,,,,,,,,
FGRC MANGO HILL,123094,MANGO HILL,QLD,4509,1497,Friendly Grocer,,,,,,,,,,,,
IGA M MANLY VILLAGE (JONES),18593,MANLY,QLD,4179,574,IGA Medium,TYRONE JONES,,,,,,,,,,,
IGA L PEASE ST (PERIES),5914,MANOORA,QLD,4870,10,IGA Large,PERIES,,,,,,,,,,,
FWKS MANSFIELD,9554,MANSFIELD,QLD,4122,2073,Foodworks,-,,,,,,,,,,,
IGA M MAPLETON,10206,MAPLETON,QLD,4560,801,IGA Medium,,,,,,,,,,,,
IGA L MAREEBA (CORNETTS),2922,MAREEBA,QLD,4880,48,IGA Large,CORNETTS,,,,,,,,,,,
FGRC MAREEBA,287137,MAREEBA,QLD,4880,2022,Friendly Grocer,-,,,,,,,,,,,
IGA LOCAL GROCER MAROOCHY WATERS,21363,MAROOCHYDORE,QLD,4558,1454,IGA Local Grocer,-,,,,,,,,,,,
IGA LOCAL GROCER MAROOCHYDORE (HOPPER),19118,MAROOCHYDORE,QLD,4558,996,IGA Local Grocer,BRAD HOPPER,,,,,,,,,,,
IGA M WISES ROAD (SEASONS),85235,MAROOCHYDORE,QLD,4558,313,IGA Medium,SEASONS GROUP,,,,,,,,,,,
FWKS MARSDEN,288508,MARSDEN,QLD,4132,1864,Foodworks,-,,,,,,,,,,,
FOODWORKS BELL HILLTOP MARYBOROUGH,20845,MARYBOROUGH,QLD,4650,1856,Foodworks,LETA GROUP P/L,,,,,,,,,,,
FWKS FIVE33 MARYBOROUGH,246018,MARYBOROUGH,QLD,4650,2060,Foodworks,,,,,,,,,,,,
IGA M MARYBOROUGH,12951,MARYBOROUGH,QLD,4650,1308,IGA Medium,-,,,,,,,,,,,
LENNOX STREET STORE MARYBOROUGH,18170,MARYBOROUGH,QLD,4650,1985,Foodworks,,,,,,,,,,,,
FOODWORKS TINANA PLACE MARYBOROUGH,20900,MARYBOROUGH,QLD,4650,992,Foodworks,,,,,,,,,,,,
FOODWORKS MARYBOROUGH JOHN ST,8969,MARYBOROUGH,QLD,4650,1734,Foodworks,BRETT OSULLIVAN,,,,,,,,,,,
FRESH & SAVE MARYBOROUGH,47846,MARYBOROUGH,QLD,4650,15,Independents Other,GRANT PRINCE,,,,,,,,,,,
DRAKES MCDOWALL,21236,MCDOWALL,QLD,4053,120,Independents Other,DRAMET,,,,,,,,,,,
IGA M MERMAID WATERS,20980,MERMAID WATERS,QLD,4218,414,IGA Medium,SPANO'S,,,,,,,,,,,
IGA M MIDDLEMOUNT (CORNETTS),20886,MIDDLEMOUNT,QLD,4746,605,IGA Medium,CORNETTS,,,,,,,,,,,
IGA M MILES,2134,MILES,QLD,4415,453,IGA Medium,,,,,,,,,,,,
FOODWORKS MILES,13096,MILES,QLD,4415,540,Foodworks,THUY NGUYEN,,,,,,,,,,,
FOODWORKS MILLMERRAN,11855,MILLMERRAN,QLD,4357,960,Foodworks,WESTERN DOWNS,,,,,,,,,,,
IGA LOCAL GROCER MILLMERRAN,53221,MILLMERRAN,QLD,4357,558,IGA Local Grocer,JOHN MOMAN,,,,,,,,,,,
FOODSTORE MIRIAM VALE,41391,MIRIAM VALE,QLD,4677,1739,Foodworks,,,,,,,,,,,,
FOODWORKS MITCHELL  0640,18526,MITCHELL,QLD,4465,956,Foodworks,,,,,,,,,,,,
IGA LOCAL GROCER MITCHELTON,7677,MITCHELTON,QLD,4053,1306,IGA Local Grocer,,,,,,,,,,,,
IGA LOCAL GROCER MONTEREY KEYS,1831,MONTEREY KEYS,QLD,4212,1192,IGA Local Grocer,,,,,,,,,,,,
IGA M MONTO (PERIES),6539,MONTO,QLD,4630,584,IGA Medium,PERIES,,,,,,,,,,,
FOODWORKS MONTO,14158,MONTO,QLD,4630,966,Foodworks,,,,,,,,,,,,
IGA LOCAL GROCER MONTVILLE,20846,MONTVILLE,QLD,4560,1624,IGA Local Grocer,,,,,,,,,,,,
FGRC MOOLOOLABA,21475,MOOLOOLABA,QLD,4557,1709,Friendly Grocer,-,,,,,,,,,,,
IGA M MOOLOOLAH (WHITES),12092,MOOLOOLAH,QLD,4553,223,IGA Medium,WHITES GROCERS,,,,,,,,,,,
IGA M MOORE PARK BEACH,53319,MOORE PARK BEACH,QLD,4670,652,IGA Medium,,,,,,,,,,,,
IGA LOCAL GROCER MOOROOBOOL,6148,MOOROOBOOL,QLD,4870,1207,IGA Local Grocer,,,,,,,,,,,,
IGA LOCAL GROCER EXCELSIOR PARK,21332,MORAYFIELD,QLD,4506,1210,IGA Local Grocer,-,,,,,,,,,,,
FRESH & SAVE MORAYFIELD,48369,MORAYFIELD,QLD,4506,17,Independents Other,GRANT PRINCE,,,,,,,,,,,
FRIENDLY GROCER MORNINGTON ISLAND,32900,MORNINGTON ISLAND,QLD,4871,2194,Friendly Grocer,,,,,,,,,,,,
FRIENDLY GROCER MORVEN,39641,MORVEN,QLD,4468,1986,Friendly Grocer,,,,,,,,,,,,
IGA L MT COTTON (JONES),84971,MOUNT  COTTON,QLD,4165,104,IGA Large,TYRONE JONES,,,,,,,,,,,
IGA M MT COOLUM (WHITES),21103,MOUNT COOLUM,QLD,4573,430,IGA Medium,WHITES GROCERS,,,,,,,,,,,
FGRC MOUNT GARNET,295215,MOUNT GARNET,QLD,4872,2024,Friendly Grocer,-,,,,,,,,,,,
FRIENDLY GROCER MT GRAVATT,2216,MOUNT GRAVATT,QLD,4122,2215,Friendly Grocer,,,,,,,,,,,,
FOODWORKS COLLINGS MT ISA,4586,MOUNT ISA,QLD,4825,1357,Foodworks,,,,,,,,,,,,
IGA M MT LOUISA (CORNETTS),53169,MOUNT LOUISA,QLD,4814,641,IGA Medium,CORNETTS,,,,,,,,,,,
IGA M MT MORGAN,20653,MOUNT MORGAN,QLD,4714,391,IGA Medium,,,,,,,,,,,,
PALMS SMKT MT SHERIDAN FGRC,38771,MOUNT SHERIDAN,QLD,4868,1870,Friendly Grocer,YADWINDER SINGH,,,,,,,,,,,
IGA L MT TAMBORINE (CAVALLARO),85173,MOUNT TAMBORINE,QLD,4272,73,IGA Large,CAVALLARO GROUP,,,,,,,,,,,
FWKS MT WARREN PARK,41159,MOUNT WARREN PARK,QLD,4207,1904,Foodworks,,,,,,,,,,,,
MALHI'S MARKET (FGRC),242222,MOUNTAIN CREEK,QLD,4557,1921,Friendly Grocer,,,,,,,,,,,,
IGA M MOURA (CORNETTS),21179,MOURA,QLD,4718,330,IGA Medium,CORNETTS,,,,,,,,,,,
FGRC MUDGEERABA,18825,MUDGEERABA,QLD,4213,1792,Friendly Grocer,,,,,,,,,,,,
IGA M MUNDINGBURRA,33143,MUNDINGBURRA,QLD,4812,371,IGA Medium,,,,,,,,,,,,
DRAKES MUNDUBBERA,14977,MUNDUBBERA,QLD,4626,219,Independents Other,DRAMET,,,,,,,,,,,
IGA M MURGON (CORNETTS),194,MURGON,QLD,4605,23,IGA Medium,CORNETTS,,,,,,,,,,,
CAMPUS AND CO NAMBOUR (FW,248927,NAMBOUR,QLD,4560,2139,Foodworks,,,,,,,,,,,,
FRIENDLY GROCER NAMBOUR HEIGHTS,39187,NAMBOUR,QLD,4560,1620,Friendly Grocer,,,,,,,,,,,,
IGA L NANANGO (PERIES),17115,NANANGO,QLD,4615,45,IGA Large,PERIES,,,,,,,,,,,
IGA LOCAL GROCER NARANGBA,10867,NARANGBA,QLD,4504,925,IGA Local Grocer,,,,,,,,,,,,
IGA M NERANG (SPANO),20612,NERANG,QLD,4211,381,IGA Medium,SPANO'S,,,,,,,,,,,
IGA M HOPPER'S NEW FARM,38785,NEW FARM,QLD,4005,2230,IGA Medium,BRAD HOPPER,,,,,,,,,,,
IGA M NEWPORT,132344,NEWPORT,QLD,4020,511,IGA Medium,,,,,,,,,,,,
LAKES FRIENDLY GROCER,234477,NINGI,QLD,4511,1635,Friendly Grocer,ANDREW CORNETT,,,,,,,,,,,
HASTINGS STREET SMKT (FWKS),21519,NOOSA HEADS,QLD,4567,1846,Foodworks,,,,,,,,,,,,
IGA L NOOSA (SEASONS),18838,NOOSA HEADS,QLD,4567,227,IGA Large,SEASONS GROUP,,,,,,,,,,,
FOODWORKS NORMAN PARK,2217,NORMAN PARK,QLD,4170,1869,Foodworks,GAIND & CHOPRA,,,,,,,,,,,
FGRC NORMANTON,21522,NORMANTON,QLD,4890,1044,Friendly Grocer,,,,,,,,,,,,
DRAKES NORTH LAKES,52395,NORTH LAKES,QLD,4509,77,Independents Other,DRAMET,,,,,,,,,,,
IGA LOCAL GROCER NORTH MACKAY,53212,NORTH MACKAY,QLD,4740,833,IGA Local Grocer,,,,,,,,,,,,
IGA M NORTH ROCKHAMPTON (PERIES),53173,NORTH ROCKHAMPTON,QLD,4701,188,IGA Medium,PERIES,,,,,,,,,,,
FOODWORKS PARK AVE NORTH ROCKHAMPTON,12681,NORTH ROCKHAMPTON,QLD,4701,1222,Foodworks,BRETT OSULLIVAN,,,,,,,,,,,
LAKES CREEK SALAD BOWL NORTH ROCKHAMPTON,41949,NORTH ROCKHAMPTON,QLD,4701,1585,Foodworks,BRETT OSULLIVAN,,,,,,,,,,,
IGA L OAKEY (CORNETTS),5930,OAKEY,QLD,4401,151,IGA Large,CORNETTS,,,,,,,,,,,
FWKS OAKEY,19557,OAKEY,QLD,4401,1796,Foodworks,DAALT,,,,,,,,,,,
FRIENDLY GROCER OONOONBA,52892,OONOONBA,QLD,4811,1432,Friendly Grocer,,,,,,,,,,,,
OXLEY VILLAGE GROCER FWKS,174984,OXLEY,QLD,4075,2054,Foodworks,,,,,,,,,,,,
PALMS SUPERMARKET FGRC,266468,PALM COVE,QLD,4879,1618,Friendly Grocer,,,,,,,,,,,,
FOODWORKS PARADISE POINT,21105,PARADISE POINT,QLD,4216,995,Foodworks,,,,,,,,,,,,
DRAKES PARKINSON,21821,PARKINSON,QLD,4115,80,Independents Other,DRAMET,,,,,,,,,,,
FWKS PARKWOOD,18568,PARKWOOD,QLD,4214,1808,Foodworks,,,,,,,,,,,,
CLSD IGA M PELICAN WATERS,83106,PELICAN WATERS,QLD,4551,2223,IGA Medium,-,,,,,,,,,,,
